company_name,source_lane,source_name,source_url,query_cluster,geography,contact_channel_type,email_or_channel,website_url,services,icp_signals,source_quality_score,contactability_score,dedupe_key,source_query,source_rank,contact_page_url,company_phone,postal_address,role_hint,icp_score,evidence_snippet,scrapling_fetcher,extracted_at_utc,notes
VIVOSOL SLU,specialized_directory,AAFC - Despachos Profesionales,https://asesoresfiscalesdecanarias.org/servicios/despachos-profesionales/,sd_colegial_sectorial,arona|tenerife,email,administracion@vivosol.com,Unknown,fiscal,direct_email,95,72,vivosol-slu|arona-tenerife|email|administracion-vivosol-com,"site:org ""asesores fiscales"" Canarias asociacion",34,Unknown,34922792379,Unknown,despacho,45,+34922792379 | administracion@vivosol.com,Fetcher,2026-03-07T23:46:09+00:00,aafc_directory_pilot
BUFETE JURÍDICO ELIMANE CANARIAS,specialized_directory,AAFC - Despachos Profesionales,https://asesoresfiscalesdecanarias.org/servicios/despachos-profesionales/,sd_colegial_sectorial,las palmas de gran canaria|gran canaria,email,ecbufetejuridico@gmail.com,Unknown,"fiscal, contable, laboral",capital_insular,95,55,bufete-juridico-elimane-canarias|las-palmas-de-gran-canaria-gran-canaria|email|ecbufetejuridico-gmail-com,"site:org ""asesores fiscales"" Canarias asociacion",65,Unknown,928049668,Unknown,despacho,80,928 049 668 - 663 360 012 | ecbufetejuridico@gmail.com,Fetcher,2026-03-07T23:46:09+00:00,aafc_directory_pilot
Asesoría Santa Cruz de Tenerife,google_basic,google_basic_live_serp,https://www.asesoriaentenerife.es/,gb_core_contact,santa cruz de tenerife|tenerife,email,asesoriasantacruztenerife@gmail.com,https://asesoriaentenerife.es,"fiscal, contable, laboral, renta, mercantil",capital_insular,95,55,asesoria-santa-cruz-de-tenerife|santa-cruz-de-tenerife-tenerife|email|asesoriasantacruztenerife-gmail-com,"""asesoria contable"" ""Santa Cruz de Tenerife"" ""contacto""",4,https://www.asesoriaentenerife.es/contacto,822680076,Unknown,despacho,80,serp=Asesoría Santa Cruz de Tenerife Asesoría Santa Cruz de Tenerife https://www.asesoriaentenerife.es | channel=asesoriasantacruztenerife@gmail.com,StealthySession + Fetcher,2026-03-08T00:00:00+00:00,"google_live_discovery, contact_path_followup, serp_landing_not_root, curated_google_basic_v1"
EFRAIN PEREZ REYES G.A.L.C.O.,specialized_directory,AAFC - Despachos Profesionales,https://asesoresfiscalesdecanarias.org/servicios/despachos-profesionales/,sd_colegial_sectorial,tacoronte|tenerife,email,galco2782@gmail.com,Unknown,"fiscal, contable, laboral",,95,55,efrain-perez-reyes-g-a-l-c-o|tacoronte-tenerife|email|galco2782-gmail-com,"site:org ""asesores fiscales"" Canarias asociacion",4,Unknown,922560904,Unknown,despacho,75,922560904 | galco2782@gmail.com,Fetcher,2026-03-07T23:46:09+00:00,aafc_directory_pilot
AIMA SERVICIOS PROFESIONALES SL (ASESORIA HERMANOS ESPINO),specialized_directory,AAFC - Despachos Profesionales,https://asesoresfiscalesdecanarias.org/servicios/despachos-profesionales/,sd_colegial_sectorial,santa lucia de tirajana|gran canaria,email,asesoriahermanosespino@gmail.com,Unknown,"fiscal, contable, laboral",,95,55,aima-servicios-profesionales-asesoria-hermanos-espino|santa-lucia-de-tirajana-gran-canaria|email|asesoriahermanosespino-gmail-com,"site:org ""asesores fiscales"" Canarias asociacion",59,Unknown,928756029,Unknown,despacho,75,928756029 | asesoriahermanosespino@gmail.com,Fetcher,2026-03-07T23:46:09+00:00,aafc_directory_pilot
ASESORIA MARIA PILAR FARIÑA,specialized_directory,AAFC - Despachos Profesionales,https://asesoresfiscalesdecanarias.org/servicios/despachos-profesionales/,sd_colegial_sectorial,santa cruz de tenerife|tenerife,email,mapilfaro@gmail.com,Unknown,"fiscal, contable",capital_insular,95,55,asesoria-maria-pilar-farina|santa-cruz-de-tenerife-tenerife|email|mapilfaro-gmail-com,"site:org ""asesores fiscales"" Canarias asociacion",25,Unknown,687439295,Unknown,despacho,70,687439295 | mapilfaro@gmail.com,Fetcher,2026-03-07T23:46:09+00:00,aafc_directory_pilot
LAURA ALEMAN SANCHEZ,specialized_directory,AAFC - Despachos Profesionales,https://asesoresfiscalesdecanarias.org/servicios/despachos-profesionales/,sd_colegial_sectorial,santa lucia de tirajana|gran canaria,email,asesoria.alemansanchez@gmail.com,Unknown,"fiscal, contable",,95,55,laura-aleman-sanchez|santa-lucia-de-tirajana-gran-canaria|email|asesoria-alemansanchez-gmail-com,"site:org ""asesores fiscales"" Canarias asociacion",60,Unknown,690352485,Unknown,despacho,65,690352485 | asesoria.alemansanchez@gmail.com,Fetcher,2026-03-07T23:46:09+00:00,aafc_directory_pilot
L&G ASESORES,specialized_directory,AAFC - Despachos Profesionales,https://asesoresfiscalesdecanarias.org/servicios/despachos-profesionales/,sd_colegial_sectorial,adeje|tenerife,email,lg.asesoramiento@gmail.com,Unknown,"fiscal, contable",,95,55,landg-asesores|adeje-tenerife|email|lg-asesoramiento-gmail-com,"site:org ""asesores fiscales"" Canarias asociacion",41,Unknown,603479679,Unknown,despacho,65,603479679 | lg.asesoramiento@gmail.com,Fetcher,2026-03-07T23:46:09+00:00,aafc_directory_pilot
"C.I.E. FUERTEVENTURA, S.L",specialized_directory,AAFC - Despachos Profesionales,https://asesoresfiscalesdecanarias.org/servicios/despachos-profesionales/,sd_colegial_sectorial,tuineje|fuerteventura,email,cieasesoria@gmail.com,Unknown,"fiscal, contable, laboral",,95,55,c-i-e-fuerteventura|tuineje-fuerteventura|email|cieasesoria-gmail-com,"site:org ""asesores fiscales"" Canarias asociacion",22,Unknown,677412400,Unknown,despacho,65,677412400 | cieasesoria@gmail.com,Fetcher,2026-03-07T23:46:09+00:00,aafc_directory_pilot
SILVIA FRANCO,specialized_directory,AAFC - Despachos Profesionales,https://asesoresfiscalesdecanarias.org/servicios/despachos-profesionales/,sd_colegial_sectorial,puerto del rosario|fuerteventura,email,bissaconsulting@gmail.com,Unknown,"fiscal, contable",,95,55,silvia-franco|puerto-del-rosario-fuerteventura|email|bissaconsulting-gmail-com,"site:org ""asesores fiscales"" Canarias asociacion",70,Unknown,633172154,Unknown,despacho,55,633172154 | bissaconsulting@gmail.com,Fetcher,2026-03-07T23:46:09+00:00,aafc_directory_pilot
GABINETE TINERFEÑO DE GESTION SL,specialized_directory,AAFC - Despachos Profesionales,https://asesoresfiscalesdecanarias.org/servicios/despachos-profesionales/,sd_colegial_sectorial,arona|tenerife,email,asesoriagtg@gmail.com,Unknown,,,95,55,gabinete-tinerfeno-de-gestion|arona-tenerife|email|asesoriagtg-gmail-com,"site:org ""asesores fiscales"" Canarias asociacion",7,Unknown,922730334,Unknown,despacho,15,922730334 | asesoriagtg@gmail.com,Fetcher,2026-03-07T23:46:09+00:00,aafc_directory_pilot
CE Consulting Santa Cruz de Tenerife,google_basic,google_basic_live_serp,https://santacruzdetenerife.ceconsulting.es/asesoria-empresas/,gb_core_contact,santa cruz de tenerife|tenerife,form,https://santacruzdetenerife.ceconsulting.es/#wpcf7-f1524-o1,https://santacruzdetenerife.ceconsulting.es,"fiscal, contable, laboral, autonomos, pymes, sociedades, renta, mercantil, subvenciones","form_only, capital_insular, autonomos, pymes, sociedades",95,50,ce-consulting-santa-cruz-de-tenerife|santa-cruz-de-tenerife-tenerife|form|https-santacruzdetenerife-ceconsulting-es-wpcf7-f1524-o1,"""asesoria contable"" ""Santa Cruz de Tenerife"" ""contacto""",7,https://santacruzdetenerife.ceconsulting.es/contacto/,922821877,Unknown,despacho,90,serp=Asesoría y consultoría CE Santa Cruz de Tenerife CE Consulting Santa Cruz de Tenerife https://santac | channel=https://santacruzdetenerife.ceconsulting.es/#wpcf7-f1524-o1,StealthySession + Fetcher,2026-03-08T00:00:19+00:00,"google_live_discovery, contact_path_followup, serp_landing_not_root, curated_google_basic_v1"
Asesorae,google_basic,google_basic_live_serp,https://www.asesorae.com/,gb_core_contact,las palmas de gran canaria|gran canaria,form,https://www.asesorae.com/,https://asesorae.com,"fiscal, contable, laboral, pymes, sociedades","form_only, capital_insular, pymes, sociedades",95,50,asesorae|las-palmas-de-gran-canaria-gran-canaria|form|https-www-asesorae-com,"""asesoria contable"" ""Santa Cruz de Tenerife"" ""contacto""",2,https://www.asesorae.com/contacto,Unknown,Unknown,despacho,90,serp=Asesores Fiscales Tenerife Asesorae Smart solutions https://www.asesorae.com | channel=https://www.asesorae.com/,StealthySession + Fetcher,2026-03-07T23:59:56+00:00,"google_live_discovery, contact_path_followup, serp_landing_not_root, curated_google_basic_v1"
Asesoría Martín Lechado,google_basic,google_basic_live_serp,https://www.martinlechado.com/servicios/asesoria-fiscal-tenerife/,gb_service_pain,santa cruz de tenerife|tenerife,other_direct,34822689002,https://martinlechado.com,"fiscal, contable, laboral",capital_insular,95,45,asesoria-martin-lechado|santa-cruz-de-tenerife-tenerife|other_direct|34822689002,IGIC asesoria Tenerife contacto,6,https://www.martinlechado.com/contacto/,34822689002,Unknown,despacho,75,serp=Unknown | channel=34822689002,StealthySession + Fetcher,2026-03-08T00:02:34+00:00,"google_live_discovery, contact_path_followup, serp_landing_not_root, curated_google_basic_v1"
