source,source_url,retrieved_at,keep_numeric_id,project_id,project_acronym,project_name,programme,programming_period,status,start_date,end_date,lead_partner_name,lead_partner_country,partner_count,themes,project_summary_excerpt,outputs_excerpt
keep.eu,https://keep.eu/projects/29221/,2026-06-01T04:42:57.066Z,29221,Euro-MED0200778,CARBON FARMING MED,Accelerating Carbon Market Development for climate change mitigation and adaptation in Mediterranean agriculture,2021 - 2027 Interreg VI-B EURO Mediterranean (EURO MED),2021-2027,ongoing,2024-01-01,2026-09-30,Fundació Universitària Balmes,Spain,10,Agriculture and fisheries and forestry | Climate change and biodiversity,Among the main challenges identified in the European Climate Law is achieving climate neutrality of the entire land sector by 2035. Effective means to reach this target follow a water-energy-food security nexus approach. This is also in line with the principles of sustainable la...,"Carbon Farming Framework for the Mediterranean Region(EN)

Carbon Farming Framework for the Mediterranean Region(FR)

Best practice guidelines for the successful implementation of regenerative agricultural techniques :..."
keep.eu,https://keep.eu/projects/29220/,2026-06-01T04:42:57.066Z,29220,Euro-MED0200867,ARTEMIS,Accelerating the Restoration of Seagrass Meadows in the Mediterranean area through Innovative ecosystem-service based Solutions,2021 - 2027 Interreg VI-B EURO Mediterranean (EURO MED),2021-2027,ongoing,2024-01-01,2026-09-30,Plan Bleu pour l’Environnement et le Développement en Méditerranée,France,15,Coastal management and maritime issues | Institutional cooperation and cooperation networks | Knowledge and technology transfer,"Seagrass meadows cover 1.2M hectares along Euro-MED coastlines. Healthy meadows deliver critical ecosystem services (ES) to societies and economies, storing 18% of the world’s blue carbon, and provide >1€ trillion in coastal protection, recreational opportunities for tourism or...","Description en version anglaise.(FR)

Enriched Euro-MED seagrass restoration toolbox for ecosystem service enhancement

(EN)

Project Partners and Associated Partners Cooperating Across borders(FR)

Project Partners and..."
keep.eu,https://keep.eu/projects/29219/,2026-06-01T04:42:57.066Z,29219,Euro-MED0200218,TREASURE,Testing novel environmental quality measures in and around Euro-MED ports,2021 - 2027 Interreg VI-B EURO Mediterranean (EURO MED),2021-2027,ongoing,2024-01-01,2026-09-30,Agenzia per lo Sviluppo Empolese Valdelsa SCpA,Italy,11,Water management | Waste and pollution,"TREASURE’s overall objective is to improve environmental quality in and around Mediterranean port areas, by mitigating and reducing sediment and water pollution.

Human activities cause unprecedented environmental changes in coastal and marine ecosystems. Port areas become both...","TREASURE solution for Environmental Quality in Port Areas(FR)

TREASURE solution for Environmental Quality in Port Areas(EN)

TREASURE Long Term Action Plan for Territorial Mainstreaming(EN)

TREASURE Long Term Action P..."
keep.eu,https://keep.eu/projects/29218/,2026-06-01T04:42:57.066Z,29218,Euro-MED0200314,StrategyMedFor,Strategy for the Sustainable Management of Mediterranean Forests,2021 - 2027 Interreg VI-B EURO Mediterranean (EURO MED),2021-2027,ongoing,2024-01-01,2026-09-30,Universidad de Málaga,Spain,8,Cultural heritage and arts | Agriculture and fisheries and forestry | Knowledge and technology transfer,"The StrategyMedFor project has gathered 7 PPs in 6 countries of the Interreg Cooperation area (including 2 IPA countries) plus relevant APs from the forest EU & international scene, to support mission 2 of the programme to protect, restore & valorise the Natural environment & He...","Strategy for Sustainable Management of Mediterranean Forests (SSMMF)

(EN)

Strategy for Sustainable Management of Mediterranean Forests (SSMMF)

(FR)

Organisations cooperating across borders for the Sustainable Manage..."
keep.eu,https://keep.eu/projects/29217/,2026-06-01T04:42:57.066Z,29217,Euro-MED0200273,Streets for Citizens,TACTICAL URBANISM - new innovative solutions for sustainable mobility in the cities to mitigate negative environmental impacts in urban life and make cities more liveable places.,2021 - 2027 Interreg VI-B EURO Mediterranean (EURO MED),2021-2027,ongoing,2024-01-01,2026-09-30,"Javne službe Ptuj, d.o.o.",Slovenia,11,Innovation capacity and awareness-raising | Urban development | Transport and mobility,"The project address common territorial challenges of 1) high rate of car ownership, traffic and road danger 2) spaces for green and for community activities are getting rare in quantity, and/or in quality. To achieve a behavioural change towards sustainable forms of urban mobili...","Tactical urbanism methodology(EN)

Territorial ""Roll up"" mobility action plans (EN)

Tactical urbanism EURO-MED toolkit(EN)

Position paper with a ""letter of commitment"" (EN) || - Study with Good practice catalogue (1)...."
keep.eu,https://keep.eu/projects/29216/,2026-06-01T04:42:57.066Z,29216,Euro-MED0200819,AZA4ICE,Allocated Zones for circular Aquaculture to trigger the transition to an Inclusive and Circular Economy in aquaculture sector fostering new business opportunities and eco-consciousness society,2021 - 2027 Interreg VI-B EURO Mediterranean (EURO MED),2021-2027,ongoing,2024-01-01,2026-09-30,Πανεπιστήμιο Πατρών,Greece,11,Institutional cooperation and cooperation networks | SME and entrepreneurship | Agriculture and fisheries and forestry,"Did you know that aquaculture represents a great contributor to aquatic food production worldwide? Especially because most fisheries are near or above sustainable exploitation limits. In Euro-MED, fisheries & aquaculture have been key socioeconomic drivers for millennia, providi...","AZA4ICE methodology for circular aquaculture spatial planning embedded with innovative circular production systems(FR)

AZA4ICE methodology for circular aquaculture spatial planning embedded with innovative circular pro..."
keep.eu,https://keep.eu/projects/29215/,2026-06-01T04:42:57.066Z,29215,Euro-MED0200447,ProLIGHTmed,Progressive solutions in greener optimization of public lightning in EURO-MED area,2021 - 2027 Interreg VI-B EURO Mediterranean (EURO MED),2021-2027,ongoing,2024-01-01,2026-09-30,Opština Tuzi,Montenegro,10,Energy efficiency | Climate change and biodiversity | Knowledge and technology transfer,"The ProLIGHTmed project aims to contribute to the promotion of climate change mitigation through optimization and facilitation of public lighting energy efficiency solutions in the Euro-MED area. Direct beneficiaries of the project will use the step-by-step, methodological appro...","Defined joint strategy for improvement of energy efficiency and reduction of CO2 emission in public lighting of EURO-MED region(EN)

Defined joint strategy for improvement of energy efficiency and reduction of CO2 emiss..."
keep.eu,https://keep.eu/projects/29214/,2026-06-01T04:42:57.066Z,29214,Euro-MED0200309,Wetland4Changе,"Wetlands-based solutions for climate change adaptation, risk prevention and mitigation",2021 - 2027 Interreg VI-B EURO Mediterranean (EURO MED),2021-2027,ongoing,2024-01-01,2026-09-30,"Лесотехнически Университет, Факултет по Екология и Ландшафтна архитектура",Bulgaria,6,"Governance, partnership | Climate change and biodiversity | Knowledge and technology transfer",Adaptation to the consequences of climate change is a key challenge in the EuroMed territory. Several opportunities arise to reinforce adaptation by shifting our attention to NbS and among them “wetland-based solutions”. Wetland loss and degradation is a sign that the recognitio...,"Wetland-based solution for carbon-sequestration(EN)

Wetland-based solution for carbon-sequestration(FR)

Wetland-based solution for flood regulation(FR)

Wetland-based solution for flood regulation(EN)

Organizations c..."
keep.eu,https://keep.eu/projects/29213/,2026-06-01T04:42:57.066Z,29213,Euro-MED0200878,Germ of Life,Digital Drought Risk Management enabling the drought mitigation and adaptation strategies for the restoration of the ecosystem equilibrium in Mediterranean European Countries,2021 - 2027 Interreg VI-B EURO Mediterranean (EURO MED),2021-2027,ongoing,2024-01-01,2026-09-30,Πανεπιστήμιο Πατρών,Greece,11,Climate change and biodiversity | Knowledge and technology transfer,"The Mediterranean region is considered one of the regions of the globe with the highest socioeconomic exposure to droughts that is likely to be exacerbated in the future (Gu et al., 2020). The recent Sixth Assessment Report from the Working Group I of the Intergovernmental Panel...","Joint developed Drought Risk Prediction solution (FR)

Joint developed Drought Risk Prediction solution (EN)

Joint developed Vulnerability Assessment tool (FR)

Joint developed Vulnerability Assessment tool (EN)

Joint..."
keep.eu,https://keep.eu/projects/29212/,2026-06-01T04:42:57.066Z,29212,Euro-MED0200116,RENEWPORT,Harnessing RENEWable energy potential for clean energy transition of MED PORTs,2021 - 2027 Interreg VI-B EURO Mediterranean (EURO MED),2021-2027,ongoing,2024-01-01,2026-09-30,Autorità di Sistema Portuale del Mare Adriatico Orientale,Italy,11,Green technologies | Logistics and freight transport | Waste and pollution,"Despite being the most environmentally friendly way of transporting large quantities of goods, maritime transport, like any other human activity based on fossil fuels contributes to climate change. This is even more true in MED ports, located in the proximity of populated areas,...","RENEWPORT RES toolkit for MED ports(FR)

RENEWPORT RES toolkit for MED ports(EN)

Tool for ports as clean energy hubs.(FR)

Tool for ports as clean energy hubs.(EN)

Operational framework for clean energy transition of..."
keep.eu,https://keep.eu/projects/29211/,2026-06-01T04:42:57.066Z,29211,Euro-MED0200399,GREENSMARTMED,Green and Resilient European Excellence Network for Smart MED SMEs,2021 - 2027 Interreg VI-B EURO Mediterranean (EURO MED),2021-2027,ongoing,2024-01-01,2026-09-30,Università degli studi di Bergamo,Italy,10,Health and social services | Green technologies | SME and entrepreneurship,"The socio-economic and political context has dramatically changed in the last two years, highlighting the need to rethink manufacturing priorities and supply chain organization. Due to the problematic geopolitical situation and uncertainty in health conditions, the concepts of r...","Project and Associate partners cooperating(EN)

Project and Associate partners cooperating(FR)

GREENSMARTMED methodology and toolkit(FR)

GREENSMARTMED methodology and toolkit(EN)

Transfer plan(FR)

Transfer plan(EN)..."
keep.eu,https://keep.eu/projects/29210/,2026-06-01T04:42:57.066Z,29210,Euro-MED0200675,FRED,Fire Free MED,2021 - 2027 Interreg VI-B EURO Mediterranean (EURO MED),2021-2027,ongoing,2024-01-01,2026-09-30,"Sveučilište u Rijeci, Pomorski fakultet",Croatia,10,Climate change and biodiversity | Knowledge and technology transfer,"As identified rightfully in the Interreg Euro MED programme, climate change will have the highest environmental impact in the north and south of Europe. Areas with drought risks and heat waves are concentrated along the Mediterranean. At the same time, anthropogenic influence at...","Data collection and processing methodology for wildfire prevention and mitigation (FR)

Data collection and processing methodology for wildfire prevention and mitigation (EN)

Wildfire risk prevention and mitigation pla..."
keep.eu,https://keep.eu/projects/29209/,2026-06-01T04:42:57.066Z,29209,Euro-MED0200855,RECinMED,A multitude of inclusive Renewable Energy Communities in the Mediterranean Region,2021 - 2027 Interreg VI-B EURO Mediterranean (EURO MED),2021-2027,ongoing,2024-01-01,2026-09-30,Šolski Center Velenje,Slovenia,12,Green technologies | Knowledge and technology transfer,"A clean and just energy transition can only rely on the direct involvement of all the actors operating in the territories: citizens, public authorities, private enterprises and scientific institutions.
A stronger cooperation on a transnational level is required to enhance an int...","Transnational cooperation forum on REC and Coordination with Renewable Energy Thematic Community, Euro-MED Academy, IDP and JS(FR)

Transnational cooperation forum on REC and Coordination with Renewable Energy Thematic..."
keep.eu,https://keep.eu/projects/28812/,2026-06-01T04:42:57.066Z,28812,Euro-MED0200368,SMITour,SMart Industrial Tourism in the Mediterranean,2021 - 2027 Interreg VI-B EURO Mediterranean (EURO MED),2021-2027,closed,2024-01-01,2026-03-31,Comune di Prato,Italy,7,Tourism,"Before COVID-19, tourism accounted for about 15% of Med countries GDP and 11.5% of their total employment. With the lockdown and travel restrictions the pandemic totally disrupted the sector. Now that the pandemic is subsiding and the sector is recovering, a new risk has arisen,...","SWOT analysis of Smart Industrial Tourism in the Mediterranean(EN)

SWOT analysis of Smart Industrial Tourism in the Mediterranean(FR)

Common Strategy for the development of Smart Industrial Tourism in the Mediterranea..."
keep.eu,https://keep.eu/projects/28811/,2026-06-01T04:42:57.066Z,28811,Euro-MED0200882,ArtMED,Planning for autonomous mobility on demand in the Euro-MED area,2021 - 2027 Interreg VI-B EURO Mediterranean (EURO MED),2021-2027,closed,2024-01-01,2026-03-31,Občina Postojna,Slovenia,8,Transport and mobility,"In Euro-MED, 40.6 million people live in sparsely populated areas with poor or without public transport services (IEMED, 2021). These areas are expensive for Public (Transport) Authorities (PTAs) to operate due to low number of paying passengers per kilometre. This leads to high...","A free, web-based tool that enables Public (Transport) authorities in Euro-MED to easily assess the potential impact of Autonomous Mobility on Demand for public transport systems in their areas.(EN)

see English version..."
keep.eu,https://keep.eu/projects/28810/,2026-06-01T04:42:57.066Z,28810,Euro-MED0200672,LIBECCIO,SustainabiLIty of tourism By EnhaCing Cooperation and dIgital transformatiOn,2021 - 2027 Interreg VI-B EURO Mediterranean (EURO MED),2021-2027,ongoing,2024-01-01,2026-09-30,"Regione Emilia-Romagna - Direzione Generale Conoscenza, Ricerca, Lavoro, Imprese",Italy,11,Tourism,"Tourism is one of the driver of the global economy and an early adopter of digital transformation technologies in Mediterranean basin.
Covid-19 pandemic hit severely, showing vulnerability and non-resilience to unpredictable risks and governance rigidity in reacting and mitigati...","Destination Management Support System (FR)

Destination Management Support System (EN)

Capitalization strategy and action plan(EN)

Capitalization plan(FR)

EUROMed Tourism Innovation Platform(FR)

EUROMed Tourism Inno..."
keep.eu,https://keep.eu/projects/27712/,2026-06-01T04:42:57.066Z,27712,Euro-MED0300945,Dialogue4Nature,"Dialogue4Nature, the Institutional Dialogue Project of the Interreg Euro-MED Natural Heritage Mission",2021 - 2027 Interreg VI-B EURO Mediterranean (EURO MED),2021-2027,ongoing,2023-01-01,2029-09-30,Περιφέρεια Κρήτης,Greece,9,Institutional cooperation and cooperation networks | Climate change and biodiversity,"Mediterranean society is dependent on natural resources, being densely populated and one of the world’s most visited areas. The basin is a biodiversity hotspot hosting 18% of the world’s marine biodiversity with high levels of endemism. It is also a climate hotspot. Chronic clim...","Dialogue4Nature Knowledge base (EN)

Mediterranean WGs organisation(EN)

Dialogue4Nature Solutions(EN)

Policy blueprints on Mediterranean resilience (EN)

Mediterranean Resilience Network (MRN) (EN) || - Joint C4N & D4..."
keep.eu,https://keep.eu/projects/27711/,2026-06-01T04:42:57.066Z,27711,Euro-MED0300730,Community4Nature,C4Nature,2021 - 2027 Interreg VI-B EURO Mediterranean (EURO MED),2021-2027,ongoing,2023-01-01,2029-09-30,Consorzio Nazionale Interuniversitario per le Scienze del Mare,Italy,12,"Governance, partnership | Education and training","Med regions share common challenges related to global change impacts: environmental degradation, biodiversity loss & lack of appropriate governance mechanisms. C4Nature aims to achieve coordination -among different levels- of knowledge, best practices & policies to approach the...","C4Nature enlarged partnership (PPs + APs)(EN)

-(FR)

Custom made (CRM) database (EN)

-(FR)

Amplification Room design (infographic and report) (EN)

Mentorship Services for ownership (methodology) (EN)

-(FR)

-(FR)..."
keep.eu,https://keep.eu/projects/27710/,2026-06-01T04:42:57.066Z,27710,Euro-MED0300642,Dialogue4Tourism,Dialogue4Tourism. Institutional dialogue on Sustainable Tourism and Governance in the Euro-Med area,2021 - 2027 Interreg VI-B EURO Mediterranean (EURO MED),2021-2027,ongoing,2023-01-01,2029-09-30,Fundación Pública Andaluza El legado andalusí,Spain,11,"Institutional cooperation and cooperation networks | Governance, partnership | Tourism","Tourism urges to overcome a great range of challenges, including lack of solid cooperation among Euro-MED public authorities and policy makers, lack of multidisciplinary and multi sectoral dialogue of tourism related stakeholders for sustainability, overtourism, seasonality, cli...","Collaborative networks reinforcing the dialogue on sustainable tourism (EN)

MED Sustainable Tourism Hub Declaration

(EN)

MED Sustainable Tourism Hub Declaration(FR)

Sustainable Tourism Policy Labs(FR)

Sustainable T..."
keep.eu,https://keep.eu/projects/27709/,2026-06-01T04:42:57.066Z,27709,Euro-MED0300592,Dialogue4LivingAreas,Dialogue4LivingAreas,2021 - 2027 Interreg VI-B EURO Mediterranean (EURO MED),2021-2027,ongoing,2023-01-01,2029-09-30,Métropole Nice Côte d'Azur / Réseau des Villes Euromed,France,10,Green technologies | Institutional cooperation and cooperation networks,"The necessary changes and inevitable challenges of the mitigation of climate change and the adaptation to its effects, especially in the Mediterranean context, require us to modify the prevailing anthropogenic model, challenging us to decarbonize the economy in all its sectors i...","Toolkit for Policy Instruments, Stakeholder Mapping, and Policy Windows in Green Living Areas(EN)

Toolkit for Policy Instruments, Stakeholder Mapping, and Policy Windows in Green Living Areas(FR)

Technical and Adminis..."
keep.eu,https://keep.eu/projects/23640/,2026-06-01T04:42:57.066Z,23640,23640,GUARAPO,CONSERVATION AND MANAGEMENT OF MACARONESIAN ISLAND PALM GROVES THROUGH SUSTAINABLE USE,2014 - 2020 INTERREG V-A Spain - Portugal (Madeira - Açores - Canarias (MAC)),2014-2020,closed,2019-11-01,2022-10-31,Cabildo Insular de La Gomera,Spain,1,Sustainable management of natural resources,"Guarapo, is based on the integration of the harvesting activity of palm groves with the conservation of this habitat, according to the climate scenarios that have been derived from climate change.
It seeks to identify the procedures that are developed in the traditional use of t...",
keep.eu,https://keep.eu/projects/23639/,2026-06-01T04:42:57.066Z,23639,23639,Inv2Mac,POTENTIAL USE OF BIOMASS GENERATED FROM INVASIVE PLANT SPECIES OF MACARONESIA FOR INDUSTRIAL USE,2014 - 2020 INTERREG V-A Spain - Portugal (Madeira - Açores - Canarias (MAC)),2014-2020,closed,2019-10-01,2022-09-30,UNIVERSIDAD DE LAS PALMAS DE GRAN CANARIA,Spain,1,Renewable energy,"The Inv2Mac project is based on the valorisation of biomass generated by invasive plant species in Macaronesia, such as Arundo donax, Pennisetum, Hedychium gardnerianum or Acacia spp, among others, which in some cases constitute a serious environmental problem. The proposal aims...",
keep.eu,https://keep.eu/projects/23638/,2026-06-01T04:42:57.066Z,23638,23638,MARCET II,PROMOTION OF THE ECOTOURISM ACTIVITY OF WHALE WATCHING AS A MODEL OF SUSTAINABLE ECONOMIC DEVELOPMENT THROUGH THE PROTECTION AND CONSERVATION OF CETACEAN POPULATIONS AND THEIR ENHANCEMENT AS A NATURAL HERITAGE OF MACARONESIA.,2014 - 2020 INTERREG V-A Spain - Portugal (Madeira - Açores - Canarias (MAC)),2014-2020,closed,2019-10-01,2022-09-30,UNIVERSIDAD DE LAS PALMAS DE GRAN CANARIA,Spain,1,Tourism,"Through the already created MARCET Network, its consequent harmonisation of protocols aimed at the conservation of cetacean populations of Macaronesia and the analyses carried out on the current situation of the tourism sector associated with these species, this new initiative,...",
keep.eu,https://keep.eu/projects/23637/,2026-06-01T04:42:57.066Z,23637,23637,MARGULLAR2,NETWORK OF UNDERWATER ARCHAEOLOGICAL PARKS OF SPACE MAC,2014 - 2020 INTERREG V-A Spain - Portugal (Madeira - Açores - Canarias (MAC)),2014-2020,closed,2019-11-01,2022-10-31,Cabildo Insular de Lanzarote,Spain,1,Sustainable management of natural resources | Cultural heritage and arts,The fundamental objective of MARGULLAR is to preserve the valuable underwater natural and cultural heritage in our space of cooperation where there are archaeological vestiges of the sixteenth and seventeenth centuries that the entities participating in the project want to recov...,
keep.eu,https://keep.eu/projects/23636/,2026-06-01T04:42:57.066Z,23636,23636,SABOREA,GASTRONOMIC AND SUSTAINABLE TOURIST DESTINATIONS,2014 - 2020 INTERREG V-A Spain - Portugal (Madeira - Açores - Canarias (MAC)),2014-2020,closed,2019-11-01,2022-10-31,Cabildo Insular de Lanzarote,Spain,1,Tourism,"The SABOREA project consists of designing a Master Plan to position Macaronesia as a destination for gastronomic tourism, thereby generating positive impacts in the participating territories at the economic, territorial, environmental and social levels. The project also aims to...",
keep.eu,https://keep.eu/projects/23635/,2026-06-01T04:42:57.066Z,23635,23635,ABACO,IMPROVING THE QUALITY OF COASTAL AND BATHING WATERS,2014 - 2020 INTERREG V-A Spain - Portugal (Madeira - Açores - Canarias (MAC)),2014-2020,closed,2019-09-01,2022-08-31,Instituto Tecnológico de Canarias S.A. - ITC,Spain,1,Water management | Coastal management and maritime issues,"Abaco addresses actions to evaluate, improve, preserve, enhance, promote and promote the bathing and coastal waters of Macaronesia, for the conservation of natural values and tourism promotion. Actions include: studies of water quality and beach sands, development of computer ap...",
keep.eu,https://keep.eu/projects/23634/,2026-06-01T04:42:57.066Z,23634,23634,VOLTURMAC,STRENGTHENING VOLCANO TOURISM IN MACARONESIA,2014 - 2020 INTERREG V-A Spain - Portugal (Madeira - Açores - Canarias (MAC)),2014-2020,closed,2020-01-01,2022-12-31,Instituto Volcanológico de Canarias (INVOLCAN),Spain,1,Tourism,"The objective of VOLTURMAC is to contribute to the strengthening of the conservation, protection, promotion and development of the natural and cultural heritage linked to the volcanoes of Macaronesia through volcano tourism and contribute to the diversification of the tourist of...",
keep.eu,https://keep.eu/projects/23633/,2026-06-01T04:42:57.066Z,23633,23633,VALCONMAC2,"COMPREHENSIVE COOPERATION PROJECT FOR THE IMPROVEMENT OF KNOWLEDGE, DISSEMINATION, CONSERVATION, MANAGEMENT AND EXPLOITATION OF THE MACARONESIAN FOREST HERITAGE.",2014 - 2020 INTERREG V-A Spain - Portugal (Madeira - Açores - Canarias (MAC)),2014-2020,closed,2019-11-01,2022-10-31,Viceconsejería de Lucha contra el Cambio,Spain,1,Agriculture and fisheries and forestry,"The VALCONMAC2 Project is based on the continuation in the development of the methodologies of transfer and exchange of information, based on the experiences implemented in the forest field in the Macaronesian insular Region, since 2006, which, transnationally, consisted of prom...",
keep.eu,https://keep.eu/projects/23632/,2026-06-01T04:42:57.066Z,23632,23632,ACLIEMAC,ADAPTATION TO CLIMATE CHANGE OF THE ENERGY SYSTEMS OF MACARONESIA,2014 - 2020 INTERREG V-A Spain - Portugal (Madeira - Açores - Canarias (MAC)),2014-2020,closed,2019-10-01,2022-10-31,"ITC - Instituto Tecnológico de Canarias, S.A.",Spain,1,Energy efficiency,"In order to improve the capacity to adapt to climate change at the energy level of the Macaronesian archipelagos and West African countries, the ACLIEMAC project proposes a series of actions that contribute to increasing their resilience.
The main objective is to reduce the ener...",
keep.eu,https://keep.eu/projects/23631/,2026-06-01T04:42:57.066Z,23631,23631,MAWADIPOL,PREVENTION AND MANAGEMENT OF SPECIFIC POLLUTION AND RESCUE RISKS LINKED TO THE MARITIME COOPERATION AREA AND THE COASTAL ZONE IN THE MAC MACRO-REGION,2014 - 2020 INTERREG V-A Spain - Portugal (Madeira - Açores - Canarias (MAC)),2014-2020,closed,2019-09-01,2022-08-31,Dirección General de Seguridad y Emergencias del Gobierno De Canarias,Spain,1,"Coastal management and maritime issues | Managing natural and man-made threats, risk management","In MAWADIPOL, a series of actions aimed at increasing effective coordination at regional level is intended to be carried out in the MAC cooperation area through the following aspects:

— Alignment with international regulations in the fields of marine environmental protection, m...",
keep.eu,https://keep.eu/projects/23630/,2026-06-01T04:42:57.066Z,23630,23630,0Distance,RISK MANAGEMENT IN REMOTE MACARONESIAN POPULATIONS,2014 - 2020 INTERREG V-A Spain - Portugal (Madeira - Açores - Canarias (MAC)),2014-2020,closed,2020-01-01,2022-12-31,Cruz Roja Española,Spain,1,"Managing natural and man-made threats, risk management | Rural and peripheral development",The 0Distance project will establish a Macaronesian network of cooperation on climate change adaptation and risk prevention and management in dispersed or remote populations. Risk maps will be developed and organizational and logistical procedures will be established to respond...,
keep.eu,https://keep.eu/projects/23629/,2026-06-01T04:42:57.066Z,23629,23629,VOLRISKMAC II,STRENGTHENING R & D & I CAPACITIES FOR BUILDING RESILIENCE TO VOLCANIC EMERGENCIES IN MACARONESIA,2014 - 2020 INTERREG V-A Spain - Portugal (Madeira - Açores - Canarias (MAC)),2014-2020,closed,2020-01-01,2022-12-31,Instituto Volcanológico de Canarias (INVOLCAN),Spain,1,"Managing natural and man-made threats, risk management","VOLRISKMAC II is a project of continuity and strengthening of the actions recommended by UNESCO and IAVCEI (International Association of Volcanology and Chemistry of the Earth’s Interior) to reduce volcanic risk, focused mainly on resilience to the volcanic phenomenon. In this s...",
keep.eu,https://keep.eu/projects/23628/,2026-06-01T04:42:57.066Z,23628,23628,RES-COAST,INFRASTRUCTURE PLANNING AND RISK MANAGEMENT TOOLS FOR THE DEVELOPMENT OF CLIMATE-RESILIENT COASTAL ECONOMIES IN WEST AFRICA,2014 - 2020 INTERREG V-A Spain - Portugal (Madeira - Açores - Canarias (MAC)),2014-2020,closed,2019-09-01,2022-08-31,Instituto Tecnológico de Canarias S.A. - ITC,Spain,1,"Managing natural and man-made threats, risk management | Climate change and biodiversity",The RES-COAST project seeks to respond to the adverse effects of Climate Change as a result of the increase in ocean temperature and the frequency and intensity of extreme weather events make coastal and fishing communities among the first to see their livelihoods threatened. Fo...,
keep.eu,https://keep.eu/projects/23627/,2026-06-01T04:42:57.066Z,23627,23627,VERCOCHAR,"VERMICOMPOST, COMPOST AND BIOCHAR, TOOLS FOR ADAPTATION TO CLIMATE CHANGE, PREVENTION AND MITIGATION OF THE EFFECTS OF NATURAL HAZARDS IN THE AGRICULTURAL AND FORESTRY ENVIRONMENT",2014 - 2020 INTERREG V-A Spain - Portugal (Madeira - Açores - Canarias (MAC)),2014-2020,closed,2019-09-01,2022-08-31,INSTITUTO CANARIO DE INVESTIGACIONES,Spain,1,Waste and pollution,The VERCOCHAR project will evaluate the potential to incorporate local organic waste into agricultural and forest soils transformed through simple methodologies based on biological processes (compost and vermicompost) and physical (biochar) to improve their physico-chemical and...,
keep.eu,https://keep.eu/projects/23626/,2026-06-01T04:42:57.066Z,23626,23626,PLESCAMAC3,THIRD EDITION OF THE HEALTH EMERGENCY PLAN IN THE EVENT OF A DISASTER IN MACARONESIA.,2014 - 2020 INTERREG V-A Spain - Portugal (Madeira - Açores - Canarias (MAC)),2014-2020,closed,2020-01-01,2022-12-31,Gestión de Servicios para la Salud y Seguridad en,Spain,1,"Managing natural and man-made threats, risk management","The PLESCAMAC3 project is a transnational project in which all Macaronesia Emergency Systems participate, which will be developed in accordance with the lines of work established by the United Nations in the Framework of the Sendai document for Disaster Risk Reduction 2015-2030...",
keep.eu,https://keep.eu/projects/23625/,2026-06-01T04:42:57.066Z,23625,23625,UMEMAC,MODULAR EMERGENCY CARE UNIT IN MACARONESIA.,2014 - 2020 INTERREG V-A Spain - Portugal (Madeira - Açores - Canarias (MAC)),2014-2020,closed,2020-01-01,2022-12-31,Dirección General de Seguridad y Emergencias del Gobierno De Canarias,Spain,1,"Managing natural and man-made threats, risk management","UMEMAC aims to create urban rescue teams or light USERS that must have sufficient personnel in the five elements (management, search, rescue, health and logistics), which will form the transnational network of joint collaboration called MODULAR UNIT OF ATTENTION TO EMERGENCES IN...",
keep.eu,https://keep.eu/projects/23624/,2026-06-01T04:42:57.066Z,23624,23624,MAC-CLIMA,METEOROLOGICAL AND OCEAN OBSERVATION SYSTEM AS A TOOL FOR BUILDING RESILIENCE AND ADAPTATION TO CLIMATE CHANGE IN THE SPACE OF COOPERATION,2014 - 2020 INTERREG V-A Spain - Portugal (Madeira - Açores - Canarias (MAC)),2014-2020,closed,2019-10-01,2022-09-30,Ente Público Empresarial Consejo Insular de la Energía,Spain,1,Evaluation systems and results | Climate change and biodiversity,"Mac-CLIMA aims to consolidate an international scientific observation network in the region in order to define coordinated strategies in climate monitoring, both atmospheric and oceanographic. These strategic measures will focus on strengthening the resilience capacity and prese...",
keep.eu,https://keep.eu/projects/23623/,2026-06-01T04:42:57.066Z,23623,23623,PLANCLIMAC,"JOINT PLANNING, MONITORING AND OBSERVATION, IMPROVING KNOWLEDGE AND AWARENESS OF RISKS AND AMEZAS OF CLIMATE CHANGE IN MACARONESIA",2014 - 2020 INTERREG V-A Spain - Portugal (Madeira - Açores - Canarias (MAC)),2014-2020,closed,2019-11-01,2022-10-31,Viceconsejería de Lucha contra el Cambio,Spain,1,"Managing natural and man-made threats, risk management | Climate change and biodiversity","PLANCLIMAC arises from the need to create a “Climate Change Observatory of Macaronesia”, which allows to adopt corrective and preventive measures and facilitate management tools for natural risks caused by climate change in the Macaronesian region. It also aims to improve the kn...",
keep.eu,https://keep.eu/projects/23622/,2026-06-01T04:42:57.066Z,23622,23622,Red_GesFoGO,COMPREHENSIVE NETWORK FOR THE PREVENTION AND MANAGEMENT OF FOREST FIRES THROUGH GEOREFERENCING IN MOBILE OBSERVERS,2014 - 2020 INTERREG V-A Spain - Portugal (Madeira - Açores - Canarias (MAC)),2014-2020,closed,2019-10-01,2022-09-30,UNIVERSIDAD DE LAS PALMAS DE GRAN CANARIA,Spain,1,"Managing natural and man-made threats, risk management","The main objective of Red GesFoGO is the cooperation between agencies, institutions and companies with operational and scientific-technological capabilities for the development of a comprehensive network of prevention and management of forest fires in real time, through light mo...",
