source,source_url,retrieved_at,keep_numeric_id,project_id,project_acronym,project_name,programme,programming_period,status,start_date,end_date,lead_partner_name,lead_partner_country,partner_count,themes,project_summary_excerpt,outputs_excerpt
keep.eu,https://keep.eu/projects/33238/,2026-06-01T04:30:59.246Z,33238,00030,DigitalLife4ALL~A_T_3....,"DigitalLife4ALL: An Adult & Lifelong Learning initiative to enhance the digital skills & smart competencies of Seniors, Older Adults, People with Disabilities & Persons in Vulnerable Social Groups ...",2021 - 2027 Interreg VI-B NEXT Mediterranean Sea Basin (NEXT MED),2021-2027,ongoing,2025-07-24,2028-01-23,Περιφερειακό Ταμείο Ανάπτυξης Ανατολικής Μακεδονίας και Θράκης,Greece,7,ICT and digital society | Education and training | Social inclusion and equal opportunities,"PROJECT TYPE: 1 - Thematic projects
~
MAIN INTERVENTION FIELD: 145. Support for the development of digital skills
~
SUMMARY: DigitalLife4ALL’s aim is to build a synergetic network of Digital Skill Hubs across all participating regions. The Hubs’ task: to continuously foster lear...","(1.1) Coordination Meetings(EN)

(1.2) Technical Manual on Coordination & Management procedures(EN)

(1.3) Monitoring & Evaluation (M&E) Plan(EN)

(1.4) Technical Manual on reporting and financial procedures(EN)

(1.5)..."
keep.eu,https://keep.eu/projects/33237/,2026-06-01T04:30:59.246Z,33237,00033,JADEITE~A_G_4.1_0270,Just and Green Transition through Participatory Governance,2021 - 2027 Interreg VI-B NEXT Mediterranean Sea Basin (NEXT MED),2021-2027,ongoing,2025-07-12,2028-01-11,Regione Toscana,Italy,6,"Governance, partnership","PROJECT TYPE: 3 - Governance Projects
~
MAIN INTERVENTION FIELD: 173. Enhancing institutional capacity of public authorities and stakeholders to implement territorial cooperation projects and initiatives in a cross-border, transnational, maritime and inter-regional context
~
SUM...","(1.1) JADEITE Management and Coordination System(EN)

(1.2) JADEITE Steering Committee Meetings(EN)

(1.3) JADEITE Technical Manual and System for reporting and financial procedures(EN)

(2.1) JADEITE Communication Plan..."
keep.eu,https://keep.eu/projects/33236/,2026-06-01T04:30:59.246Z,33236,00034,CLUSTERATLAS4MED~A_T_1...,CLUSTER for a dATa driven ruraL sustAinable touriSm for MEDiterranean SMEs,2021 - 2027 Interreg VI-B NEXT Mediterranean Sea Basin (NEXT MED),2021-2027,ongoing,2025-09-11,2028-09-10,EXO Soc. Cons. a R. L.,Italy,8,Tourism | Rural and peripheral development | SME and entrepreneurship,"PROJECT TYPE: 1 - Thematic projects
~
MAIN INTERVENTION FIELD: 026. Support for innovation clusters including between businesses, research organisations and public authorities and business networks primarily benefiting SMEs
~
SUMMARY: CLUSTERATLAS4Med is the Mediterranean meta-c...","(1.1) Project Management and Implementation Handbook (PMIH)(EN)

(1.2) Financial Implementation Report(EN)

(1.3) Quality Assurance and Technical Implementation Report(EN)

(2.1) Communication and Engagement Strategy (C..."
keep.eu,https://keep.eu/projects/33235/,2026-06-01T04:30:59.246Z,33235,00035,Waste2Fashion~A_T_2.4_...,Developing a pilot circular system for post-consumer textile waste in the Mediterranean,2021 - 2027 Interreg VI-B NEXT Mediterranean Sea Basin (NEXT MED),2021-2027,ongoing,2025-11-11,2028-11-10,Agència de Residus de Catalunya,Spain,7,Innovation capacity and awareness-raising | SME and entrepreneurship | Knowledge and technology transfer,"PROJECT TYPE: 1 - Thematic projects
~
MAIN INTERVENTION FIELD: 075. Support to environmentally-friendly production processes and resource efficiency in SMEs
~
SUMMARY: Waste2Fashion aims to help Mediterranean countries transition to a circular and resource-efficient economy by m...","(1.1) Memorandum of Understanding(EN)

(1.2) Project Implementation and Operation Manual(EN)

(1.3) Project Steering Committee and Project Steering Meetings(EN)

(1.4) Strategic and Operations Reports(EN)

(1.5) Waste2F..."
keep.eu,https://keep.eu/projects/33234/,2026-06-01T04:30:59.246Z,33234,00038,EUSEEDS~A_T_3.1_0172,"Enable, Upgrade and Spread Employability, Entrepreneurship and Digital Skills of the Eastern Mediterranean youth through dedicated university centers",2021 - 2027 Interreg VI-B NEXT Mediterranean Sea Basin (NEXT MED),2021-2027,ongoing,2025-08-27,2028-08-26,Agence Universitaire de la Francophonie,Lebanon,7,Labour market and employment | Education and training | SME and entrepreneurship,"PROJECT TYPE: 1 - Thematic projects
~
MAIN INTERVENTION FIELD: 140. Support for labour market matching and transitions
~
SUMMARY: Le projet EUSEEDS (Enable, Upgrade and Spread Employability, Entrepreneurship and Digital Skills) vise à déployer 20 centres universitaires dans 5 pa...","(1.1) Les instruments de pilotage, gestion, partage et redevabilité sont mis en place et en oeuvre(EN)

(1.2) Des mécanismes de suivi et d’évaluation sont mis en place(EN)

(1.3) Un manuel de procédures financières est..."
keep.eu,https://keep.eu/projects/33233/,2026-06-01T04:30:59.246Z,33233,00039,MedYCI~A_Y_3.1_0394,MEDiterranean Youth for Creative Impact,2021 - 2027 Interreg VI-B NEXT Mediterranean Sea Basin (NEXT MED),2021-2027,ongoing,2025-08-27,2028-02-26,Les Têtes de l'Art,France,5,Labour market and employment | Education and training | Infrastructure,"PROJECT TYPE: 2 - Youth-oriented projects
~
MAIN INTERVENTION FIELD: 152. Measures to promote equal opportunities and active participation in society
~
SUMMARY: The MED-Y.C.I project addresses transnational challenges in the Mediterranean region, targeting educational disparitie...","(1.1) Project steering committee(EN)

(1.2) Evaluation and monitoring reports(EN)

(1.3) Technical manual on reporting and financial procedures(EN)

(1.4) Project’s progress and final reports(EN)

(1.5) Risk Prevention..."
keep.eu,https://keep.eu/projects/33232/,2026-06-01T04:30:59.246Z,33232,00040,FOODGaP~A_G_4.1_0185,Food Governance and Policies at local level,2021 - 2027 Interreg VI-B NEXT Mediterranean Sea Basin (NEXT MED),2021-2027,ongoing,2025-07-08,2028-07-07,Centre International de Hautes Etudes Agronomiques Méditerranéennes - Istituto Agronomico Mediterraneo di Bari,Italy,6,"Governance, partnership | Clustering and economic cooperation | Community integration and common identity","PROJECT TYPE: 3 - Governance Projects
~
MAIN INTERVENTION FIELD: 173. Enhancing institutional capacity of public authorities and stakeholders to implement territorial cooperation projects and initiatives in a cross-border, transnational, maritime and inter-regional context
~
SUM...","(1.1) Project Management procedures(EN)

(1.2) Project meetings(EN)

(1.3) Progress reports(EN)

(1.4) Project guide on reporting and financial procedures(EN)

(1.5) Procurement plan(EN)

(2.1) Communication Strategy an..."
keep.eu,https://keep.eu/projects/32769/,2026-06-01T04:30:59.246Z,32769,Euro-MED0401378,AquaBioNets,Biodegradable aquaculture nets,2021 - 2027 Interreg VI-B EURO Mediterranean (EURO MED),2021-2027,ongoing,2025-04-01,2027-06-30,Fakultet strojarstva i brodogradnje Sveučilišta u Zagrebu,Croatia,7,Evaluation systems and results | Clustering and economic cooperation | Agriculture and fisheries and forestry,"AquaBioNets is a project supporting sustainable aquaculture in six Mediterranean countries. It brings together key groups like governments, businesses, researchers, and communities to promote eco-friendly practices, especially the use of biodegradable nets.
The project strengthe...","Transnational Partnership for a Sustainable Blue Future(EN)

Transnational Partnership for a Sustainable Blue Future(FR)

Shifting Towards Sustainable Aquaculture: From Methodology to Practice (FR)

Shifting Towards Sus..."
keep.eu,https://keep.eu/projects/32768/,2026-06-01T04:30:59.246Z,32768,Euro-MED0401133,BIOSTARS,Systemic circular bioeconomy solutions to support start-up and social driven innovation in rural areas,2021 - 2027 Interreg VI-B EURO Mediterranean (EURO MED),2021-2027,ongoing,2025-04-01,2027-06-30,Εθνικό Κέντρο Έρευνας Και Τεχνολογικής Ανάπτυξης (Πτολεμαΐδα),Greece,9,Clustering and economic cooperation | Rural and peripheral development | SME and entrepreneurship,"BIOSTARS supports rural communities in the Mediterranean by helping them build stronger local economies through sustainable, bio-based businesses. The project brings together startups, investors, and communities to create jobs, reduce environmental impact, and promote social inn...","BIOSTARS toolbox to support start-up and social innovation in rural communities(EN)

Set up of a Transnational Cluster with a focus on Cross-Sector Collaboration for Bioeconomy Growth in the Mediterranean region(EN)

Fr..."
keep.eu,https://keep.eu/projects/32767/,2026-06-01T04:30:59.246Z,32767,Euro-MED0401165,TO CARE MED,"Transferring Tourism Carrying Capacity Tool TO CARE about Sustainability of MED ecotourism strategies, plans, products and services.",2021 - 2027 Interreg VI-B EURO Mediterranean (EURO MED),2021-2027,ongoing,2025-04-01,2027-06-30,UNIVERSITA' CA' FOSCARI VENEZIA,Italy,8,Cultural heritage and arts | Tourism | Rural and peripheral development,"The Tourism Carrying Capacity Limit (TCCL) tool developed in the ALTERECO project addresses the risk of overtourism and its impact on the natural and cultural heritage of Mediterranean destinations.
The TO CARE MED project will extend the TCCL tool to other coastal, island, rura...","Destination Working Groups sharing ideas and solutions via thematic transnational workshops (EN)

Transnational Training Programs to train trainers and transfer locally the knowledge about ecotourism sustainability and..."
keep.eu,https://keep.eu/projects/32766/,2026-06-01T04:30:59.246Z,32766,Euro-MED0501631,SHARE.MedWATER,Strategic Harmonization and Resource Enhancement in the MEDiterranean: Advancing Water Management and Innovation through Non-Conventional Resources.,2021 - 2027 Interreg VI-B EURO Mediterranean (EURO MED),2021-2027,ongoing,2025-09-01,2029-05-31,ΑΝΑΠΤΥΞΙΑΚΗ ΕΤΑΙΡΕΙΑ ΛΑΡΝΑΚΑΣ - ΑΜΜΟΧΩΣΤΟΥ,Cyprus,10,Water management | Green technologies | Waste and pollution,"SHARE.MedWATER delivers scalable solutions to reuse rainwater, greywater, and treated wastewater in rural and island regions across seven Mediterranean countries.

It sets up community-level pilots where rainwater is harvested to irrigate crops, greywater from homes is reused fo...","Transnational Cooperation for Innovative and Inclusive Water Reuse Strategies(EN)

Decentralized Water Management Solutions for Agriculture and Urban Communities(EN)

Cross-Border Framework Strengthening SHARE.MedWATER..."
keep.eu,https://keep.eu/projects/32765/,2026-06-01T04:30:59.246Z,32765,Euro-MED0401373,RECONNECT,Creative craft for industrial symbiosis in blue-economy sectors - RECONNECT,2021 - 2027 Interreg VI-B EURO Mediterranean (EURO MED),2021-2027,ongoing,2025-04-01,2027-12-31,t2i - trasferimento tecnologico e innovazione,Italy,9,Clustering and economic cooperation | SME and entrepreneurship | Agriculture and fisheries and forestry,"RECONNECT aims to boost the circular economy in the Mediterranean by reusing waste from fisheries and aquaculture to create valuable bio-based products. It promotes collaboration between industries, craft-based businesses, and communities using innovative technology and sustaina...","Methodology

(EN)

RECONNECT toolkit(FR)

AI-based tool(FR)

AI-based tool(EN)

RECONNECT network(EN)

RECONNECT network(FR) || - We selected the English language

- Regional report of industrial symbiosis and circulari..."
keep.eu,https://keep.eu/projects/32764/,2026-06-01T04:30:59.246Z,32764,Euro-MED0401180,RENFORCE,Resilience ENhancing to adapt FORests to Climate change Effects and to prevent biotic and abiotic hazard,2021 - 2027 Interreg VI-B EURO Mediterranean (EURO MED),2021-2027,ongoing,2025-04-01,2027-12-31,Università di Torino,Italy,8,"Managing natural and man-made threats, risk management | Sustainable management of natural resources | Education and training","In Mediterranean regions hit by wildfires and windstorms, RENFORCE shifts forest management from reaction to prevention. In other words, the project develops practical tools to cut risks before disaster strikes.
It sets up participatory prevention plans in pilot zones, combining...","Joint strategy for the prevention of natural hazards(EN)

Solution for supporting the prevention and management of biotic and abiotic disturbances (EN)

Participatory Prevention Plan(EN) || - Best practices and indicati..."
keep.eu,https://keep.eu/projects/32763/,2026-06-01T04:30:59.246Z,32763,Euro-MED0501722,LooP Zone,Promoting a Circular Economy with Low Plastic Zones on Mediterranean Islands,2021 - 2027 Interreg VI-B EURO Mediterranean (EURO MED),2021-2027,ongoing,2025-09-01,2029-05-31,Agència de Residus de Catalunya,Spain,12,"Innovation capacity and awareness-raising | Governance, partnership | Waste and pollution","LooP Zone takes on one of the Mediterranean’s most visible challenges: the plastic waste crisis on tourist islands. With over 200 million visitors each year, and single-use plastics (SUPs) products, making up more than 60% of marine litter, island territories like Formentera, Sa...","LooPZone internal research, exchange and learning working group and findings(EN)

Groupe de travail interne de LooPZone sur la recherche, l'échange et l'apprentissage et ses résultats(FR)

Tested and refined LooPZone mo..."
keep.eu,https://keep.eu/projects/32762/,2026-06-01T04:30:59.246Z,32762,Euro-MED0401220,MedSkyTour,Development of Sustainable Astrotourism in Euro-MED Regions,2021 - 2027 Interreg VI-B EURO Mediterranean (EURO MED),2021-2027,ongoing,2025-04-01,2027-12-31,"BSC, Poslovno podporni center d.o.o. Kranj",Slovenia,9,Tourism | Waste and pollution | Climate change and biodiversity,"Astrotourism is a new type of tourism in nature areas that focuses on the observation of celestial objects. Specifically, it consists of hiking and astronomy tours, observation of the nocturnal fauna, off-grid hotels, tourist services offered by astronomical observatories...

Th...","Procedures for development of Astrotourism(EN)

Organisations cooperating across borders(EN)

Astrotourism Strategy(EN)

Astrotourism Action Plan(EN)

Toolbox for light pollution minimisation(EN) || - Guide for Astrotou..."
keep.eu,https://keep.eu/projects/32761/,2026-06-01T04:30:59.246Z,32761,Euro-MED0401088,ECO-SEAROUTES,Eco-nautical sea routes,2021 - 2027 Interreg VI-B EURO Mediterranean (EURO MED),2021-2027,ongoing,2025-04-01,2027-12-31,Regione Puglia,Italy,10,Coastal management and maritime issues | Cultural heritage and arts | Tourism,"As the world's largest tourist destination, Mediterranean ports are under intense tourist pressure. This makes their protected areas more vulnerable to overtourism.
The ECO-SEAROUTES project aims to create an eco-nautical route linking ports committed to: 1) respect a common sus...","Improved capacity of project partners to involve and engage stakeholders at local level in co-design processes.(EN)

Improved capacity of project partners to involve and engage stakeholders at local level in co-design p..."
keep.eu,https://keep.eu/projects/32760/,2026-06-01T04:30:59.246Z,32760,Euro-MED0401264,HEATSAFE,Holistic EnvironmenTAl and Social Adaptation Framework for Extreme heat,2021 - 2027 Interreg VI-B EURO Mediterranean (EURO MED),2021-2027,ongoing,2025-04-01,2027-12-31,Federación de Municipios de la Región de Murcia,Spain,9,Health and social services | Education and training | Community integration and common identity,"Cities often become much hotter during heatwaves because of concrete surfaces, lack of green spaces, and city design. Some communities are especially at risk, particularly in poorer neighborhoods where people may already face health and social challenges.

To tackle this, HEATSA...","Methodology for the creation of governance structures to fight heatwaves in an effective way(EN)

Methodology for the creation of governance structures to fight heatwaves in an effective way(FR)

Standarized and transfe..."
keep.eu,https://keep.eu/projects/32759/,2026-06-01T04:30:59.246Z,32759,Euro-MED0401521,INCORE-MED,Inclusive Coastal Resilience in the Euro-Med,2021 - 2027 Interreg VI-B EURO Mediterranean (EURO MED),2021-2027,ongoing,2025-04-01,2027-12-31,Εθνικό και Καποδιστριακό Πανεπιστήμιο Αθηνών,Greece,9,"Coastal management and maritime issues | Governance, partnership | Community integration and common identity","INCORE-MED brings citizens back into the heart of coastal planning. In Italy, Spain, Portugal, and Croatia, the project tests two advanced participation tools to improve coastal and marine policies: SWAP and Democracy Labs.
The SWAP tool (Scenario Workshops + Adaptation Pathways...","Participatory Cartographies and Climate Risk Perception Maps.(EN)

Participatory Cartographies and Climate Risk Perception Maps(FR)

Strategies based on SWAP(FR)

Strategies based on SWAP(EN)

Strategies based on DLABS..."
keep.eu,https://keep.eu/projects/31598/,2026-06-01T04:30:59.246Z,31598,Euro-MED0401366,RECIRCLE MED,Supporting the implementation of blue and circular tourism in the Mediterranean,2021 - 2027 Interreg VI-B EURO Mediterranean (EURO MED),2021-2027,ongoing,2025-04-01,2027-06-30,Πανεπιστήμιο Θεσσαλίας -Ειδικός Λογαριασμός Κονδυλίων Έρευνας,Greece,8,Coastal management and maritime issues | Tourism | Knowledge and technology transfer,"The RECIRCLE MED project for sustainable coastal tourism has two characteristics that make it stand out.
First, it integrates two approaches that are often considered separately: the circular economy, i.e. the reuse of resources, and the blue economy, i.e. the protection of coas...","Blueprint for blue actions plans for circular tourism(FR)

Blueprint for blue actions plans for circular tourism(EN)

Transfer guide(EN)

Transfer guide(FR)

RECIRCLE MED Framework for Blue Action Plans for Circular Tou..."
keep.eu,https://keep.eu/projects/31597/,2026-06-01T04:30:59.246Z,31597,Euro-MED0401306,Regenera4MED,Towards a Mediterranean model of Regenerative Tourism as Climate Change adaptation and risk prevention,2021 - 2027 Interreg VI-B EURO Mediterranean (EURO MED),2021-2027,ongoing,2025-04-01,2027-12-31,AGÈNCIA CATALANA DE TURISME,Spain,11,"Managing natural and man-made threats, risk management | Tourism | Climate change and biodiversity","More than 70% of European citizens say they are willing to change their travel habits to a more sustainable model. Regenera4MED wants to go further!
Its concept of Regenerative Tourism goes beyond sustainability, it actively seeks to restore and revitalize natural ecosystems, st...","Integrated Governance Model for Regenerative Tourism

(EN)

Regenera4MED Elicitation Programme

(EN)

Regenerative Tourism Self-Assessment Tool (RISET)

(EN)

Compilation of Local Strategic Plans to develop Regenerative..."
keep.eu,https://keep.eu/projects/31596/,2026-06-01T04:30:59.246Z,31596,Euro-MED0401106,GreenSET,Green and circular transformation of services in Med tourism,2021 - 2027 Interreg VI-B EURO Mediterranean (EURO MED),2021-2027,ongoing,2025-04-01,2027-12-31,STEP RI znanstveno-tehnologijski park Sveučilišta u Rijeci d.o.o.,Croatia,9,Tourism | SME and entrepreneurship | Knowledge and technology transfer,The Mediterranean tourism sector is largely made up of small and family businesses. That is why GreenSET develops a business support infrastructure to encourage as many of them as possible to innovate services they provide to reduce their environmental impact and better use reso...,"MED Sustainable Service Innovation Methodology (MEDSSIM)(EN)

MED Sustainable Service Innovation Methodology (MEDSSIM)(FR)

Project partners and associated partners organizations cooperating across the borders(EN)

Proj..."
keep.eu,https://keep.eu/projects/31595/,2026-06-01T04:30:59.246Z,31595,Euro-MED0401281,MIRAMAR,Monitoring cumulative Impact to guide mitigation and RestorAtion in the MediterrAnean Region,2021 - 2027 Interreg VI-B EURO Mediterranean (EURO MED),2021-2027,ongoing,2025-04-01,2027-12-31,Università degli studi di Siena,Italy,9,"Coastal management and maritime issues | Managing natural and man-made threats, risk management | Climate change and biodiversity","Humans are placing increasing strain on ecosystems exposing them to multiple, concurrent stressors. The Mediterranean region is a biodiversity hotspot hosting almost half of all the plant species, about a third of all the vertebrate species on our planet and an exceptional numbe...","Harmonised Protocol for each tested habitat with accompanying operational guide

(EN)

Harmonised Protocol for each tested habitat with accompanying operational guide

(FR)

Operational Roadmap(EN)

Operational Roadmap(..."
keep.eu,https://keep.eu/projects/31594/,2026-06-01T04:30:59.246Z,31594,Euro-MED0401041,INSPIRE,INSPIRE: INtegrating biodiverSity Preservation and agrobIodiversity valorisation In touRism managEment in the MED area,2021 - 2027 Interreg VI-B EURO Mediterranean (EURO MED),2021-2027,ongoing,2025-04-01,2027-12-31,Comune di Messina,Italy,8,Tourism | Climate change and biodiversity | Community integration and common identity,"The INSPIRE project wants to transform agrobiodiversity conservation into touristic opportunities. Agrobiodiversity is the term used to describe the way natural ecosystems work in areas of farming activities.How can this be achieved? First, by getting the 8 partners working on d...","Alliance for sustainable tourism model grounded on MED Agrobiodiversity(FR)

Alliance for sustainable tourism model grounded on MED Agrobiodiversity(EN)

Guidelines on sustainable tourism experiences grounded on agrobio..."
keep.eu,https://keep.eu/projects/31593/,2026-06-01T04:30:59.246Z,31593,Euro-MED0401090,MED4REGEN,MEDiterranean 4 REGENerative Tourism and Culture,2021 - 2027 Interreg VI-B EURO Mediterranean (EURO MED),2021-2027,ongoing,2025-04-01,2027-12-31,REGIONE DEL VENETO,Italy,8,Cultural heritage and arts | Tourism | Climate change and biodiversity,"Adapting to climate change is not just a set of actions, it is a state of mind. Therefore, cultural institutions such as museums or historical sites have a role to play in encouraging their visitors to adopt a lifestyle based on sustainability, accessibility and inclusiveness.
M...","Organisations cooperate in thematic working groups(FR)

Organisations cooperate in thematic working groups(EN)

MED4REGEN Strategy(EN)

MED4REGEN Strategy(FR)

Solutions to increase capacities for the cultural change in..."
keep.eu,https://keep.eu/projects/31592/,2026-06-01T04:30:59.246Z,31592,Euro-MED0401368,RealUrbanGreen,Testing a holistic model to co-design and co-implement healthy urban green spaces for climate resilient cities and towns,2021 - 2027 Interreg VI-B EURO Mediterranean (EURO MED),2021-2027,ongoing,2025-04-01,2027-12-31,I Borghi più belli d’Italia,Italy,9,Health and social services | Waste and pollution | Community integration and common identity,"Urban green spaces are vital for fighting climate change, but they face threats from rising temperatures and pollution. RealUrbanGreen will test a new model in eight pilot sites to help communities and local authorities create greener, healthier, and more resilient spaces. The p...","Integral plans to improve and regenerate the pilot Urban Green Spaces.(FR)

Integral plans to improve and regenerate the pilot Urban Green Spaces.(EN)

TMA or similar agreements between local stakeholders drafted to co-..."
keep.eu,https://keep.eu/projects/31591/,2026-06-01T04:30:59.246Z,31591,Euro-MED0401208,CirBioWaste,Fostering innovative and sustainable bio-waste management and circular bio-economy in the Mediterranean area,2021 - 2027 Interreg VI-B EURO Mediterranean (EURO MED),2021-2027,ongoing,2025-04-01,2027-06-30,Universitat Autònoma de Barcelona,Spain,6,Green technologies | Waste and pollution | Climate change and biodiversity,"CirBioWaste helps Mediterranean regions improve bio-waste management by promoting sustainable, circular practices. Despite EU rules, only 16% of food waste is properly collected and recycled, with many areas still relying on landfills. The project supports local governments and...","Partners and associated partners collaborating in the CircBioWaste project(EN)

Partners and associated partners collaborating in the CircBioWaste project(FR)

Innovative and sustainable bio-waste management solutions a..."
keep.eu,https://keep.eu/projects/31590/,2026-06-01T04:30:59.246Z,31590,Euro-MED0401358,Green B-LEAF,Green Participatory Budgeting for Local Environmental Action and sustainable Future,2021 - 2027 Interreg VI-B EURO Mediterranean (EURO MED),2021-2027,ongoing,2025-04-01,2027-12-31,Molise scarl,Italy,11,Climate change and biodiversity | Community integration and common identity,"Green B-LEAF helps rural Mediterranean communities adapt to climate change by combining participatory budgeting with detailed climate data. It gives residents and local governments the tools to plan and fund green projects, strengthening resilience and sustainability. By connect...","Green PB & Climate Budgeting Integrated Toolkit(FR)

Green PB & Climate Budgeting Integrated Toolkit(EN)

Green PB Implementation & Transfer Package(FR)

Green PB Implementation & Transfer Package(EN)

Capacity-Building..."
keep.eu,https://keep.eu/projects/31589/,2026-06-01T04:30:59.246Z,31589,Euro-MED0401227,PortCREW,"Port-City Regions To Wave Med Cruise Destinations As Smart, Sustainable And Striking Eco-Tourism Systems",2021 - 2027 Interreg VI-B EURO Mediterranean (EURO MED),2021-2027,ongoing,2025-04-01,2027-12-31,Fondazione Istituto sui Trasporti e la Logistica,Italy,8,Institutional cooperation and cooperation networks | Cultural heritage and arts | Tourism,"Cruise tourists are increasingly seeking tailor-made inland tours. They want to discover more authentic places in a sustainable way, in tours that suit their curiosity as well as their physical abilities.
The eco-tourism platform PortCREW will be tested in 5 Mediterranean cruise...","PortCrew online platform(EN)

PortCrew transnational Action plan to implement a sustainable tourism model in MED cruise ports(EN)

PortCrew long-term joint Strategy and Action Plans(FR)

PortCrew long-term joint Strateg..."
keep.eu,https://keep.eu/projects/31588/,2026-06-01T04:30:59.246Z,31588,Euro-MED0401245,UrbanGreenLeap,Advancing Green Infrastructure in Small and Medium Cities,2021 - 2027 Interreg VI-B EURO Mediterranean (EURO MED),2021-2027,ongoing,2025-04-01,2027-12-31,Mestna obcina Celje,Slovenia,10,Innovation capacity and awareness-raising | Urban development | Climate change and biodiversity,"UrbanGreenLeap helps cities, especially small and medium ones, address climate change by protecting and expanding green spaces. The project supports local governments in creating Urban Nature Plans that include parks, green roofs, and urban forests, promoting nature-based soluti...","Capacity Building Strategy (EN)

Urban Nature plan(s) (EN)

Solutions for planning and managing UGI in small and medium cities.(EN)

Position paper with a ""letter of commitment"" (EN) || - Baseline study (1)

- Good prac..."
keep.eu,https://keep.eu/projects/31587/,2026-06-01T04:30:59.246Z,31587,Euro-MED0401144,AQUAMAN,AQUAtic systems’ evaluation for the Mitigation of wAter scarcity in mediterranean islaNds and coastal tourist destinations under severe pressure,2021 - 2027 Interreg VI-B EURO Mediterranean (EURO MED),2021-2027,ongoing,2025-04-01,2027-06-30,Fundación Pública Andaluza El legado andalusí,Spain,9,Water management | Tourism | Knowledge and technology transfer,"Two facts. Agriculture accounts for 80% of water consumption in the Euro-MED region. The daily water consumption of a tourist is 2 to 4 times higher than that of a household.
AQUAMAN aims to reduce water scarcity by taking action on three levels: 1) Increasing the use of non-con...","The transferable solutions' catalogue ""Nature-based and hybrid interventions"" / Holistic resource MGT plans and replicable policies(EN)

Sustainability Accreditation package (SMILO Accreditation updated)(EN)

Transfer S..."
keep.eu,https://keep.eu/projects/31586/,2026-06-01T04:30:59.246Z,31586,Euro-MED0401171,RE-ACT Schools,Transformation of Schoolyards to Combat Climate Change Effects and Promote Healthy and Active Environments,2021 - 2027 Interreg VI-B EURO Mediterranean (EURO MED),2021-2027,ongoing,2025-04-01,2027-12-31,Università degli Studi di Firenze,Italy,8,Water management | Health and social services | ICT and digital society,"The escalating effects of climate change pose significant threats to cities; in particular, heavy rainfall, flooding, rising extreme temperatures, and urban heat island effects significantly impact the urban environment, life quality, and health in the Mediterranean. The Re-Act...","Organisation cooperating across borders (EN)

N.A.(FR)

N.A.(FR)

Strategy for the integration of the climate adaptation actions in the policy regarding planning and management of school outdoor spaces (EN)

RE-ACT Scho..."
keep.eu,https://keep.eu/projects/31585/,2026-06-01T04:30:59.246Z,31585,Euro-MED0401426,Sole MED,Supporting a smarter & innovative Open Lab network in Euro-MED area,2021 - 2027 Interreg VI-B EURO Mediterranean (EURO MED),2021-2027,ongoing,2025-04-01,2027-06-30,Comune di Ferrara,Italy,7,ICT and digital society | Education and training | SME and entrepreneurship,"Sole MED aims to create a network of Open Labs across the Euro-Mediterranean region to support innovation, business growth, and training for young people. Inspired by a successful project in Italy, it will be adapted to other areas like Spain, Greece, and Bulgaria. These collabo...","see English version of the AF(FR)

Euro-MED Stakeholder & enterprises framework to transfer and enlarge Sole Open Lab Network model and related activities(EN)

see English version of the AF(FR)

Sole MED Network of Open..."
keep.eu,https://keep.eu/projects/23655/,2026-06-01T04:30:59.246Z,23655,23655,AEDENET,INSTITUTIONAL COOPERATION TO ENHANCE THE EFFECTIVENESS AND EFFICIENCY OF PUBLIC HEALTH POLICY LINKED TO THE INTRODUCTION OF TROPICAL DISEASES IN MACARONESIA,2014 - 2020 INTERREG V-A Spain - Portugal (Madeira - Açores - Canarias (MAC)),2014-2020,closed,2019-11-01,2022-07-31,Dirección General de Salúd Pública del Servicio,Spain,1,Health and social services,"AEDENET is a project of collaboration and cooperation between administrations and public health support institutes of the Canary Islands and Cape Verde with the aim of improving the effectiveness and results of this public health policy vis-à-vis its citizens. For this, joint co...",
keep.eu,https://keep.eu/projects/23654/,2026-06-01T04:30:59.246Z,23654,23654,DYNAMIC-EGOV,ICT GOVERNANCE,2014 - 2020 INTERREG V-A Spain - Portugal (Madeira - Açores - Canarias (MAC)),2014-2020,closed,2019-11-01,2022-10-31,"Agencia Canaria de Investigación, Innovación y Sociedad",Spain,1,ICT and digital society | Institutional cooperation and cooperation networks,"The DYNAMIC-EGOV project aims to promote the use of ICT, related to e-government in the governments of Macaronesia, improving public services, productivity and efficiency of public personnel, as well as information and formalities and services with citizens. To achieve this obje...",
keep.eu,https://keep.eu/projects/23653/,2026-06-01T04:30:59.246Z,23653,23653,RIGPAP-ACV,GREEN CAPE 2020,2014 - 2020 INTERREG V-A Spain - Portugal (Madeira - Açores - Canarias (MAC)),2014-2020,closed,2019-11-01,2022-10-31,Direção Regional de Organização e Administração,Portugal,1,Institutional cooperation and cooperation networks,"RIGPAP-ACV is a project of modernisation and administrative simplification, focused on the intervention in the “business processes” of the Public Administration of the Azores and Cape Verde, enhancing the creation of a platform for shared use and the restructuring of services an...",
